,Abu Dhabi,Agra,Ahmedabad,Ahmednagar,Ajmer,Allepey,Almora,Alwar,Amritsar,Anuradhapura,Auckland,Aurangabad,Bali,Bandipur,Bangalore,Bangkok,Batam,Bentota,Bharatpur,Bikaner,Bintan Island,Bundi,Cairns,Chail,Chandigarh,Chennai,Cherrapunjee,Chintpurni,Chittorgarh,Christchurch,Cochin,Colombo,Coorg,Copenhagen,Corbett,Dalhousie,Daman,Dambulla,Darjeeling,Dharamshala,Dubai,Dwarka,Franz Josef,Galle,Gangtok,Ganpatipule,Genting,Goa,Gokarna,Gold Coast,Gulmarg,Guwahati,Gwalior,Hampi,Haridwar,Hassan,Havelock,Helsinki,Hong Kong,Jaipur,Jaisalmer,Jakarta,Jammu,Jamnagar,Jodhpur,Johor Bahru,Joshimath,Kabini,Kalimpong,Kanchipuram,Kandy,Kangra,Kanyakumari,Kasauli,Kasol,Katra,Kausani,Kaziranga,Khajuraho,Kishangarh,Kodaikanal,Kota Kinabalu,Kovalam,Kovalam and Poovar,Krabi town,Kuala Lumpur,Kullu,Kumarakom,Kumbakonam,Kumbalgarh,Kuta,Lachen,Lachung,Langkawi,Leh,Lucknow,Madurai,Mahabalipuram,Mahe Island,Manali,Mandawa,Mathura,Mauritius,Melbourne,Moscow,Mount Abu,Mumbai,Munnar,Mussoorie,Mysore,Nainital,Namchi,Nameri,Nanded,Nasik,Nawalgarh,Negombo,New Delhi,Niel Island,Nubra Valley,Nuwara Eliya,Ooty,Orchha,Oslo,Pahalgam,Palampur,Pali,Paris,Paro,Parwanoo,Patnitop,Pattaya,Pelling,Penang,Phuentsholing,Phuket,Pondicherry,Poovar,Port Blair,Prague,Praslin Island,Punakha,Pushkar,Queenstown,Rameshwaram,Ranakpur,Ranikhet,Ranthambhore,Ras Al Khaimah,Rishikesh,Rotorua,Saint Petersburg,Saputara,Seminyak,Sharjah,Shillong,Shimla,Shirdi,Sigiriya,Siliguri,Singapore,Singapore Cruise,Somnath,Sonmarg,Srinagar,Sydney,Tanjore,Thekkady,Thimpu,Tirupati,Trincomalee,Trivandrum,Udaipur,Vadodara,Varanasi,Varkala,Wayanad,Yala
Joshimath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067.96438,1905.02113,778.84975,2369.9555,273.893,2592.49425,0,7595.967,5408.3,766.54375,1317.56488,0,816.80206,1670.6675,1121.21963,6095.634,0,2719.60825,1553.3145,2524.94675,0,700.5325,3114.265,499.19988,702.18106,7333.831,12769.366,2098.83475,901.51256,867.90581,2889.04925,0,3169.4145,3158.8105,5065.828,5755.41,679.01594,3034.41925,2763.87425,1111.62413,8617.42,8788.684,1671.68988,0,1135.86275,668.49881,2889.8445,2563.2025,0,721.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kabini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3051.0825,2792.27075,1981.82163,455.61819,2473.9535,159.21995,0,9839.619,6117.6605,1991.52825,2117.02675,0,2799.92,1818.68463,2048.07738,6657.97,2691.059,0,2607.05725,500.34353,0,2704.88025,592.6485,2499.8905,2714.7755,9577.483,15013.018,2973.382,1821.30788,1930.317,339.93994,0,565.10494,578.59969,5628.164,6317.746,2691.6105,393.38663,496.09038,1884.601,10861.072,11032.336,2725.4325,0,3148.45725,2086.13413,368.22797,530.14706,0,2733.6135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalimpong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267.4925,467.35766,1284.599,2327.4785,1460.48988,2565.2825,0,8396.652,3661.04075,1514.74325,2127.17175,0,2016.33,2347.32025,1846.83513,4657.971,1553.37013,2590.888,0,2238.85175,0,1916.378,2915.36375,1718.90438,1926.27338,8134.516,13570.051,661.17119,1105.73875,1619.05175,2703.0065,0,2970.51325,2959.9095,3628.1645,4317.7465,1903.10825,2858.106,2501.18125,1862.77013,9418.105,9589.368,144.00541,0,1937.83038,946.134,2654.072,2277.1075,0,1945.11138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanchipuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3009.59325,2437.6335,1821.76388,558.43913,2390.21475,484.14616,0,9673.236,5763.0235,2010.03963,2239.67025,0,2758.43075,1941.32838,2170.721,6303.333,2524.67575,492.71575,2252.41975,0,0,2663.391,676.07225,2458.40125,2673.28625,9411.1,14846.635,2618.7445,1654.92463,1987.09225,555.5945,0,731.22163,720.61775,5273.5265,5963.1085,2650.12125,710.694,281.50375,2007.24475,10694.689,10865.953,2370.79525,0,3106.968,1919.75088,434.3945,66.78645,0,2692.12425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kandy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kangra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.67466,2285.269,844.03456,2283.54725,450.24838,2580.883,0,7165.9755,5478.952,714.4155,979.68006,0,199.96448,1458.83175,862.96925,6475.882,701.01444,2707.997,1933.56238,2655.349,0,0,3236.6555,251.38205,211.29211,6903.8395,12339.374,2479.0825,1150.80163,815.77756,2973.823,0,3291.80475,3281.201,5446.076,6135.658,188.12697,3069.57675,2894.2765,1059.49588,8187.4285,8358.6925,2051.93775,0,644.97381,961.72038,3012.23475,2693.60475,0,230.13003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanyakumari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3578.5245,3144.33525,2415.43275,983.06025,3001.3955,723.79075,0,10266.905,6469.725,2518.97025,2644.46875,0,3327.36225,2346.12675,2575.5195,7010.0345,3118.3445,601.203,2959.1215,726.6595,0,3232.32225,0,3027.3325,3242.21775,10004.769,15440.304,3325.44625,2248.59325,2457.759,332.57628,0,79.42496,68.82109,5980.2285,6669.8105,3219.0525,248.48152,468.46725,2412.043,11288.358,11459.622,3077.497,0,3675.89925,2513.4195,269.36513,700.93738,0,3261.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasauli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629.48481,2078.74925,637.51488,2077.02763,248.39484,2374.36325,0,7207.193,5272.432,507.89584,894.5335,0,378.32241,1373.68513,748.61144,6269.3625,499.16091,2501.4775,1727.04263,2448.82925,0,250.86111,3030.13575,0,252.50972,6945.057,12380.592,2272.56275,944.282,609.25788,2767.30325,0,3085.285,3074.68125,5239.556,5929.138,229.34456,2863.057,2687.75675,852.97625,8228.646,8399.91,1845.41813,0,686.19144,755.20075,2805.71525,2487.085,0,271.34763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726.06881,2279.11875,837.88431,2277.397,448.76425,2574.73275,0,7011.853,5502.5155,708.26525,1063.52488,0,474.90641,1542.6765,946.81406,6469.732,699.53031,2701.84675,1927.41213,2649.19875,0,208.91781,3230.50525,249.89792,0,6749.7175,12185.252,2472.93225,1144.65138,809.62731,2967.67275,0,3285.6545,3275.05075,5439.9255,6129.5075,38.78914,3063.4265,2888.12625,1053.34563,8033.306,8204.57,2045.7875,0,490.85147,955.57013,3006.0845,2687.4545,0,76.00769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6793.957,8591.379,7695.0565,9271.777,7156.685,9494.316,0,856.10788,9682.133,7416.186,7771.4455,0,6998.594,8250.5975,7654.735,12436.108,7349.204,9621.43,8150.3325,9426.769,0,6916.8385,10016.087,6957.819,6765.0905,0,10510.127,8696.192,7803.3345,7517.548,9790.871,0,10071.236,10060.633,11406.302,12095.884,6729.76,9936.241,9665.696,7761.2665,1914.3675,1619.12163,7918.4305,0,6342.0825,7570.321,9791.667,9465.025,0,6690.3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kausani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12264.658,14062.079,13165.757,14742.478,12627.386,14965.017,0,11157.592,16014.419,12886.887,13242.146,0,12469.295,13721.298,13125.435,18434.78,12819.904,15092.131,13621.033,14897.469,0,12387.539,15486.788,12428.519,12235.791,10562.594,0,14166.892,13274.035,12988.249,15261.572,0,15541.937,15531.333,17404.974,18094.556,12200.46,15406.942,15136.397,13231.967,8687.992,8956.576,13389.131,0,11812.783,13041.021,15262.367,14935.725,0,12161.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaziranga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2813.14325,213.97508,1830.24975,2708.16875,2006.14063,2945.97275,0,8943.602,2999.8695,2060.39388,2672.8225,0,2561.98075,2892.971,2392.486,4067.6785,2099.02075,2971.57825,661.18038,2619.542,0,2462.02875,3296.054,2264.55525,2471.92425,8681.466,14117.001,0,1651.3895,2164.7025,3083.69675,0,3351.2035,3340.5995,3037.87225,3727.4545,2448.759,3238.79625,2881.8715,2408.42075,9965.055,10136.319,779.55581,0,2527.0245,1491.78475,3034.76225,2657.79775,0,2490.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khajuraho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521.87225,1455.00313,279.36016,1496.41925,767.39119,1718.958,0,8050.4125,4648.686,591.77025,1161.51225,0,1270.70988,1256.94425,881.17556,5622.9665,901.85206,1846.07213,1103.29663,1651.4105,0,1175.67,2240.72875,970.68031,1185.56538,7788.2765,13223.811,1648.81675,0,647.72281,2015.513,0,2295.87825,2285.27425,4593.1605,5282.7425,1162.40025,2160.883,1890.338,789.68094,9071.865,9243.129,1221.672,0,1619.247,296.92725,2016.30825,1689.66625,0,1204.40325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kishangarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165.54225,1993.8395,440.90925,1505.99013,597.56713,1803.32575,0,7783.919,5187.5225,104.63259,506.64613,0,914.37994,801.28775,226.30947,6184.4525,911.00413,1930.43988,1642.133,2016.2705,0,819.34,2459.09825,614.35038,829.23538,7521.783,12957.318,2187.653,653.26606,0,2196.26575,0,2514.2475,2503.64375,5154.6465,5844.2285,806.07025,2292.0195,2206.55075,242.24441,8805.372,8976.636,1760.50838,0,1262.91713,670.29106,2234.67775,2055.94463,0,848.07331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kodaikanal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350.59425,2897.95425,2187.50225,755.12988,2773.465,462.60088,0,10038.974,6223.344,2291.04,2416.53825,0,3099.43175,2118.19625,2347.589,6763.6535,2890.414,340.01316,2712.74075,520.46188,0,3004.39175,333.56119,2799.40225,3014.28725,9776.839,15212.373,3079.0655,2020.663,2229.82875,0,0,388.71056,378.10672,5733.8475,6423.4295,2991.122,245.25802,295.14703,2184.11275,11060.427,11231.691,2831.116,0,3447.969,2285.48925,122.85255,494.73972,0,3033.12525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kota Kinabalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kovalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3632.00025,3197.811,2468.9085,1036.53606,3054.87125,664.64219,0,10320.381,6523.201,2572.44625,2697.9445,0,3380.838,2399.6025,2628.99525,7063.5105,3171.82025,562.75731,3012.5975,780.13531,0,3285.798,79.8748,3080.8085,3295.6935,10058.245,15493.78,3378.92225,2302.06925,2511.235,386.05213,0,0,16.92365,6033.704,6723.2865,3272.52825,171.67864,521.94306,2465.519,11341.833,11513.097,3130.97275,0,3729.37525,2566.89525,322.84094,754.41319,0,3314.5315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kovalam and Poovar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3620.628,3186.43875,2457.53625,1025.16375,3043.499,678.15075,0,10309.008,6511.8285,2561.07375,2686.57225,0,3369.46575,2388.23025,2617.623,7052.138,3160.448,576.26588,3001.225,768.763,0,3274.42575,68.50248,3069.436,3284.32125,10046.872,15482.407,3367.54975,2290.69675,2499.8625,374.67981,0,16.13066,0,6022.332,6711.914,3261.156,185.18722,510.57075,2454.1465,11330.461,11501.725,3119.6005,0,3718.00275,2555.523,311.46863,743.04088,0,3303.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krabi town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5783.436,3164.6895,4800.5425,5366.42,4976.4335,5604.224,0,11646.917,3121.24425,5030.6865,5643.115,0,5532.2735,5839.638,5362.7785,1159.67038,5069.3135,5629.8295,3631.473,5277.7935,0,5432.3215,5954.3055,5234.848,5442.217,11439.522,17392.298,3041.35625,4621.682,5134.995,5741.948,0,6009.455,5998.851,0,819.44619,5419.0515,5897.0475,5540.123,5378.7135,13189.621,12894.375,3749.8485,0,5497.317,4462.0775,5693.0135,5316.049,0,5461.0545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuala Lumpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6473.3355,3854.58925,5490.442,6056.32,5666.333,6294.124,0,12336.817,3811.14375,5720.5865,6333.015,0,6222.173,6529.538,6052.678,338.79831,5759.213,6319.7295,4321.3725,5967.693,0,6122.221,6644.205,5924.7475,6132.1165,12129.422,18082.198,3731.256,5311.582,5824.895,6431.848,0,6699.3545,6688.7505,812.47488,0,6108.9515,6586.9475,6230.0225,6068.613,13879.52,13584.275,4439.748,0,6187.2165,5151.977,6382.9135,6005.949,0,6150.9545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kullu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705.27794,2258.32775,817.09344,2256.60625,427.97341,2553.94175,0,6976.5225,5467.185,687.47444,1042.734,0,454.11556,1521.88563,926.02319,6448.941,678.7395,2681.056,1906.62125,2628.408,0,188.12697,3209.71425,229.10709,38.78914,6714.3865,12149.921,2452.14125,1123.8605,788.83644,2946.882,0,3264.86375,3254.25975,5419.1345,6108.717,0,3042.63575,2867.3355,1032.55481,7997.975,8169.239,2024.99663,0,455.52066,934.77931,2985.29375,2666.66375,0,40.67685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumarakom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3410.54875,3048.208,2325.03925,815.08438,2833.4195,495.14931,0,10176.512,6373.598,2350.9945,2476.49275,0,3159.38625,2178.15075,2407.5435,6913.9075,3027.951,393.26444,2862.9945,704.38431,0,3064.34625,248.1642,2859.35675,3074.24175,9914.376,15349.91,3229.31925,2158.2,2289.78325,246.01255,0,171.7183,185.21306,5884.1015,6573.6835,3051.0765,0,442.24141,2244.06725,11197.964,11369.228,2981.37,0,3507.9235,2423.02625,258.65434,678.66213,0,3093.07975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumbakonam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3251.2855,2703.13975,2063.45625,704.87219,2631.90725,573.60788,0,9914.928,6028.5295,2204.01725,2392.0865,0,3000.12325,2093.74463,2323.13725,6568.839,2766.368,498.04547,2517.92625,285.46413,0,2905.08325,467.22691,2700.09375,2914.97875,9652.793,15088.327,2884.251,1896.617,2205.377,297.18009,0,522.37628,511.77241,5539.033,6228.615,2891.8135,443.07503,0,2159.661,10936.381,11107.645,2636.30175,0,3348.6605,2161.44325,215.96988,231.66377,0,2933.8165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumbalgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341.02863,2237.378,645.19069,1462.0455,841.1055,1759.38113,0,8027.457,5431.061,348.17097,457.4,0,1089.86625,663.96681,186.46013,6427.991,1154.5425,1886.49525,1885.67138,2013.57488,0,1062.87838,2415.1535,857.88875,1072.77375,7765.3215,13200.856,2431.1915,795.17894,242.88725,2152.32125,0,2470.303,2459.699,5398.185,6087.767,1049.60863,2248.075,2162.606,0,9048.91,9220.174,2004.04675,0,1506.4555,913.82944,2190.733,2030.5515,0,1091.61175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8129.574,9926.996,9030.673,10607.395,8492.302,10829.933,0,2510.56075,11406.708,8751.803,9107.063,0,8334.2115,9586.215,8990.352,14160.683,8684.821,10957.048,9485.95,10762.386,0,8252.456,11351.704,8293.436,8100.708,1891.17113,8693.684,10031.809,9138.952,8853.165,11126.489,0,11406.854,11396.25,13130.877,13820.459,8065.377,11271.858,11001.314,9096.884,0,1150.52125,9254.048,0,7677.6995,8905.938,11127.284,10800.642,0,8025.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
